Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,stats_id,value_id
1354,Edo Kayembe,COD,2,Watford,Premier League,23.0,13,9,799,0.0,0.67,0.0,0.0,0.0,28.8,0.0,0.0,0.0,41.0,85.3,91.1,89.3,78.8,0.0,0.34,0.0,48.1,0.45,8.43,2.36,0.45,0.34,38.9,5.51,1.01,1.46,0.0,1.12,1.01,0.22,0.56,50.0,14.3,1.46,0.11,0.0,1.57,3.93,3.37,19.0,36.1,8.65,0.56,1.35,41.7,40.6,247.5,116.6,1.24,36.2,93.9,0.0,0.0,0.0,0.67,0.9,0.11,0.45,0.0,0.0,1.24,2.13,36.7,,1354,1354
1355,Moise Kean,ITA,3,Everton,Premier League,22.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1355,1355
1356,Moise Kean,ITA,3,Juventus,Serie A,22.0,32,12,1098,0.41,2.3,0.82,35.7,0.18,10.7,0.0,0.0,0.0,14.7,75.2,79.8,76.1,68.0,0.16,0.25,0.08,19.5,0.08,5.16,0.49,0.9,0.0,3.36,13.0,0.57,0.82,0.16,0.25,0.33,0.25,0.33,50.0,14.3,0.74,0.0,0.0,0.33,1.15,0.74,5.0,15.0,15.2,1.56,3.03,51.4,22.0,101.4,54.9,2.13,24.9,60.3,0.41,0.0,0.0,1.97,1.31,0.98,0.9,0.0,0.0,1.97,1.39,58.5,,1356,1356
1357,Michael Keane,ENG,1,Everton,Premier League,29.0,32,31,2792,0.1,0.65,0.19,30.0,0.15,11.9,0.0,0.0,0.0,28.9,77.6,84.9,85.0,63.1,0.06,0.16,0.0,37.2,0.94,5.77,1.45,0.0,0.0,6.9,24.5,0.71,0.45,0.03,1.13,0.39,0.06,0.81,58.1,7.35,1.65,1.03,0.0,2.0,3.58,7.81,25.8,22.4,1.97,0.16,0.23,71.4,24.2,132.9,59.9,0.1,25.2,96.7,0.13,0.03,0.03,0.55,0.35,0.03,0.0,0.0,0.06,3.9,2.32,62.7,,1357,1357
1358,Ilan Kebbal,ALG,2,Reims,Ligue 1,23.0,31,21,1772,0.05,1.37,0.3,22.2,0.04,18.9,0.0,0.0,0.0,31.6,74.2,80.7,79.7,58.1,0.2,2.13,0.3,42.6,1.07,8.07,1.12,1.83,1.52,33.8,7.21,2.18,3.96,0.36,0.66,0.51,0.51,0.36,17.5,20.2,0.96,0.0,0.0,0.96,2.64,0.81,7.51,28.7,24.0,1.83,2.84,64.3,42.5,227.0,127.5,2.18,40.6,81.0,0.05,0.0,0.0,0.76,2.59,0.36,1.83,0.0,0.0,0.2,1.07,16.0,FW,1358,1358
1359,Wajdi Kechrida,TUN,1,Salernitana,Serie A,26.0,17,10,952,0.0,0.57,0.09,16.7,0.0,19.8,0.0,0.0,0.0,23.5,72.6,88.5,75.9,35.3,0.09,1.32,0.75,32.4,0.09,3.77,0.57,2.08,0.66,1.79,26.0,1.13,1.7,0.19,0.94,0.57,0.0,0.47,50.0,12.4,1.79,0.19,0.0,0.75,2.26,2.45,10.9,17.4,14.7,0.28,0.47,60.0,24.4,144.0,85.2,0.75,22.3,81.7,0.0,0.0,0.0,0.94,0.09,0.09,2.08,0.0,0.0,0.28,1.04,21.4,MF,1359,1359
1360,Thilo Kehrer,GER,1,Paris S-G,Ligue 1,25.0,27,16,1513,0.12,0.54,0.24,44.4,0.22,13.1,0.0,0.0,0.0,68.7,95.0,97.8,95.4,85.0,0.0,0.06,0.0,72.3,0.95,6.43,0.89,0.3,0.0,21.7,45.4,0.6,0.54,0.06,0.65,0.65,0.36,0.54,42.9,10.7,1.37,0.71,0.0,1.79,3.45,6.67,30.0,44.4,10.1,0.24,0.36,66.7,58.8,247.0,114.3,0.6,62.7,96.7,0.0,0.0,0.0,0.95,0.65,0.0,0.3,0.0,0.0,1.9,1.01,65.3,,1360,1360
1361,Habib Keita,MLI,2,Lyon,Ligue 1,20.0,3,0,7,0.0,20.0,20.0,100.0,0.0,17.4,0.0,0.0,0.0,60.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,0.0,0.0,0.0,40.0,90.0,40.0,0.0,80.0,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,FW,1361,1361
1362,Naby Keïta,GUI,2,Liverpool,Premier League,27.0,23,14,1173,0.23,2.0,0.54,26.9,0.12,21.3,0.0,0.0,0.0,50.1,85.8,90.9,88.3,70.2,0.08,1.69,0.0,58.4,0.15,9.0,0.23,0.54,0.0,7.69,47.8,2.08,3.31,0.46,1.46,1.46,0.69,1.38,51.4,24.7,1.85,0.15,0.0,1.54,5.15,1.08,10.5,40.9,24.4,1.15,1.92,60.0,50.0,236.8,139.5,0.77,51.5,88.3,0.23,0.0,0.0,2.31,1.08,0.0,0.54,0.0,0.0,0.62,1.23,33.3,,1362,1362
1363,Yannik Keitel,GER,2,Freiburg,Bundesliga,22.0,12,5,504,0.0,1.96,0.36,18.2,0.0,16.5,0.0,0.0,0.0,23.0,69.4,75.8,74.1,51.4,0.0,0.0,0.0,33.2,0.89,7.86,0.54,0.0,0.0,8.57,19.3,0.71,1.25,0.0,1.25,1.07,0.36,1.07,42.9,18.2,1.61,0.18,0.0,1.43,4.11,2.5,11.3,24.3,9.82,0.0,0.18,0.0,24.3,102.7,44.5,1.07,22.9,85.9,0.18,0.0,0.0,2.32,1.07,0.0,0.0,0.0,0.18,2.68,1.96,57.7,,1363,1363
1364,Caoimhín Kelleher,IRL,4,Liverpool,Premier League,23.0,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,90.0,100.0,100.0,60.9,0.0,0.0,0.0,45.0,3.5,7.0,0.0,0.0,0.0,12.5,26.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,47.0,0.0,0.0,0.0,0.0,0.0,26.5,80.0,46.5,0.0,27.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1364,1364
1365,Marc-Oliver Kempf,GER,1,Hertha BSC,Bundesliga,27.0,12,12,1051,0.0,0.68,0.09,12.5,0.0,9.2,0.0,0.0,0.0,27.0,72.5,86.3,82.7,45.9,0.09,0.26,0.0,37.3,2.74,7.09,1.54,0.34,0.0,27.2,4.19,0.85,0.94,0.17,1.28,0.09,0.17,0.51,42.9,8.55,1.79,0.6,0.0,3.16,4.7,6.58,26.4,22.1,2.91,0.34,0.34,100.0,24.7,137.8,64.7,0.34,24.1,97.9,0.09,0.09,0.0,1.2,1.11,0.0,0.34,0.09,0.0,3.93,2.14,64.8,,1365,1365
1366,Marc-Oliver Kempf,GER,1,Stuttgart,Bundesliga,27.0,12,10,840,0.32,1.4,0.65,46.2,0.23,12.7,0.0,0.0,0.0,51.4,82.7,90.6,88.5,62.9,0.0,0.32,0.0,62.2,2.15,7.63,1.61,0.22,0.0,47.2,8.71,1.18,1.4,0.0,1.4,0.86,0.22,1.08,50.0,14.7,2.37,1.61,0.0,1.94,4.41,9.89,30.0,41.2,7.53,0.43,0.54,80.0,44.4,224.7,125.4,0.32,46.3,96.9,0.22,0.0,0.0,1.51,0.86,0.0,0.22,0.11,0.0,4.09,2.26,64.4,,1366,1366
1367,Kenedy,BRA,1,Chelsea,Premier League,26.0,1,1,58,0.0,1.67,0.0,0.0,0.0,17.0,0.0,0.0,0.0,63.3,77.6,81.0,90.0,40.0,1.67,6.67,0.0,81.7,0.0,8.33,1.67,5.0,0.0,68.3,5.0,1.67,5.0,1.67,0.0,1.67,3.33,0.0,0.0,15.0,3.33,0.0,0.0,0.0,5.0,3.33,15.0,40.0,50.0,0.0,1.67,0.0,73.3,268.3,126.7,3.33,75.0,95.7,0.0,0.0,0.0,1.67,0.0,0.0,5.0,0.0,0.0,0.0,1.67,0.0,,1367,1367
1368,Jonjoe Kenny,ENG,1,Everton,Premier League,25.0,15,11,1018,0.0,0.44,0.0,0.0,0.0,23.8,0.0,0.0,0.0,31.2,74.4,90.7,73.9,51.8,0.09,0.8,0.53,41.9,0.35,6.55,0.71,1.33,0.0,1.86,29.1,1.68,1.77,0.18,0.8,0.8,0.09,1.24,50.0,12.5,1.5,0.18,0.0,2.83,4.51,3.19,15.0,24.5,14.2,0.27,0.8,33.3,26.9,110.6,56.1,0.35,25.5,92.0,0.27,0.09,0.09,0.97,0.53,0.09,1.33,0.0,0.0,1.15,1.42,44.8,,1368,1368
1369,Dimitrios Keramitsis,GRE,1,Roma,Serie A,17.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1369,1369
1370,Franck Kessié,CIV,2,Milan,Serie A,25.0,31,25,2308,0.23,1.25,0.31,25.0,0.13,18.2,0.0,0.08,0.12,45.4,87.4,91.0,90.7,74.9,0.0,0.7,0.16,51.9,1.56,5.98,1.33,0.39,0.0,10.0,38.8,1.17,2.58,0.04,0.82,0.98,0.23,0.7,60.0,16.6,1.76,0.35,0.0,1.88,3.91,2.34,14.9,35.9,15.2,0.9,1.33,67.6,42.2,215.0,96.4,1.21,43.7,89.4,0.08,0.0,0.0,1.48,1.37,0.04,0.39,0.04,0.0,1.41,1.37,50.7,,1370,1370
1371,Saîf-Eddine Khaoui,TUN,2,Clermont Foot,Ligue 1,27.0,23,9,927,0.1,1.84,0.68,36.8,0.05,18.4,0.19,0.0,0.0,28.3,73.5,85.9,75.9,44.3,0.0,0.78,0.1,38.4,1.94,6.89,1.17,1.36,3.01,33.6,3.2,1.75,2.91,0.1,0.68,0.97,0.58,0.49,33.3,17.7,0.97,0.0,0.0,1.75,3.98,0.58,6.31,25.6,20.4,1.36,1.75,77.8,28.2,112.7,50.0,1.17,33.0,82.7,0.1,0.0,0.0,1.17,1.46,0.0,1.36,0.0,0.0,0.19,0.87,18.2,FW,1371,1371
1372,Wahbi Khazri,TUN,3,Saint-Étienne,Ligue 1,31.0,30,26,2225,0.4,2.83,0.73,25.7,0.09,23.3,0.36,0.16,0.16,17.4,69.1,82.6,70.3,49.2,0.0,1.01,0.16,25.2,0.32,5.63,1.74,1.66,0.85,1.9,21.1,1.46,2.79,0.12,0.16,0.69,0.4,0.32,25.8,15.3,0.65,0.0,0.0,0.89,2.15,0.45,3.28,19.6,19.4,1.09,2.51,43.5,26.7,146.8,83.2,2.55,26.4,62.5,0.24,0.0,0.0,0.85,1.98,0.89,1.66,0.0,0.0,0.65,1.54,29.6,MF,1372,1372
1373,Rani Khedira,GER,2,Union Berlin,Bundesliga,28.0,32,32,2757,0.0,0.42,0.07,15.4,0.0,17.8,0.0,0.0,0.0,22.8,73.7,79.7,79.0,50.4,0.03,0.36,0.16,30.9,0.33,6.9,0.46,0.56,0.0,4.84,22.4,0.65,0.72,0.07,1.18,1.11,0.33,0.65,40.0,22.6,1.54,0.26,0.0,1.57,4.18,1.37,9.74,24.5,7.25,0.56,0.72,77.3,20.6,87.8,35.6,0.72,21.5,86.1,0.2,0.0,0.0,2.09,1.27,0.0,0.56,0.0,0.0,1.44,1.47,49.4,,1373,1373
1374,Kike,ESP,3,Osasuna,La Liga,32.0,33,18,1862,0.24,2.46,0.92,37.3,0.08,14.9,0.0,0.05,0.05,17.0,67.9,74.5,66.7,56.9,0.05,0.82,0.19,25.0,0.0,8.79,0.63,1.06,0.0,5.8,13.1,1.3,2.37,0.19,0.24,0.19,0.39,0.19,20.0,16.5,0.68,0.14,0.0,0.48,1.3,0.63,3.0,18.9,19.4,0.63,1.11,56.5,24.8,120.6,41.8,2.51,29.3,56.4,0.1,0.0,0.0,1.21,1.93,0.43,1.06,0.0,0.0,3.96,6.28,38.7,,1374,1374
1375,Luca Kilian,GER,3,Mainz 05,Bundesliga,22.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1375,1375
1376,Luca Kilian,GER,1,Köln,Bundesliga,22.0,30,25,2281,0.04,0.2,0.08,40.0,0.2,6.2,0.0,0.0,0.0,45.7,85.6,85.5,93.3,71.3,0.0,0.12,0.0,53.4,1.82,4.9,1.58,0.12,0.0,5.14,43.8,0.55,0.4,0.08,1.3,0.51,0.04,0.91,48.9,11.3,1.74,0.67,0.0,2.53,4.39,10.2,44.9,22.7,1.54,0.04,0.12,33.3,37.8,224.7,105.8,0.16,41.0,98.1,0.12,0.0,0.0,0.4,0.47,0.0,0.12,0.04,0.0,2.69,2.09,56.2,,1376,1376
1377,Max Kilman,ENG,1,Wolves,Premier League,25.0,30,30,2687,0.03,0.43,0.13,30.8,0.08,8.8,0.0,0.0,0.0,42.8,86.7,91.3,92.1,69.4,0.0,0.1,0.0,49.4,0.84,5.12,1.47,0.07,0.0,33.8,11.1,0.7,0.3,0.03,1.34,0.43,0.0,0.67,60.6,8.03,1.74,0.7,0.0,2.14,3.91,7.16,31.8,28.2,3.51,0.43,0.57,76.5,38.3,209.6,120.9,0.3,39.5,97.9,0.1,0.0,0.0,0.74,0.54,0.0,0.07,0.03,0.0,2.88,1.44,66.7,,1377,1377
1378,Joshua Kimmich,GER,2,Bayern Munich,Bundesliga,27.0,28,28,2474,0.11,0.98,0.29,29.6,0.11,23.8,0.0,0.0,0.0,80.0,85.1,93.0,89.4,67.4,0.33,2.0,0.18,94.0,5.05,13.9,4.8,1.24,5.53,15.5,73.2,3.27,4.91,0.8,0.55,0.69,0.33,0.69,32.8,17.9,1.75,0.29,0.0,2.33,3.89,2.73,23.1,59.2,28.4,0.8,1.35,59.5,65.7,321.7,145.7,0.87,72.0,94.6,0.15,0.0,0.0,0.84,2.11,0.04,1.24,0.04,0.0,0.87,0.8,52.2,,1378,1378
1379,Presnel Kimpembe,FRA,1,Paris S-G,Ligue 1,26.0,30,29,2576,0.03,0.24,0.03,14.3,0.14,9.1,0.0,0.0,0.0,75.9,96.8,97.6,97.8,92.3,0.0,0.17,0.07,78.4,1.85,5.45,0.87,0.07,0.0,65.5,9.27,0.42,0.63,0.1,0.8,0.49,0.07,0.49,58.3,6.92,0.94,0.56,0.0,1.89,3.25,9.62,32.9,54.9,3.64,0.28,0.45,61.5,63.7,344.5,190.9,0.17,68.4,98.7,0.21,0.0,0.0,1.05,0.94,0.0,0.07,0.07,0.0,1.89,0.77,71.1,,1379,1379
1380,Joshua King,NOR,3,Watford,Premier League,30.0,32,27,2248,0.2,1.92,0.72,37.5,0.08,14.7,0.0,0.04,0.04,15.5,73.9,80.5,73.0,67.9,0.12,0.52,0.08,21.0,0.0,7.32,0.28,0.96,0.0,1.16,15.3,0.92,2.4,0.28,0.24,0.68,0.32,0.2,31.3,19.4,0.84,0.2,0.0,0.48,1.72,1.48,4.28,16.8,15.6,1.44,2.68,53.7,21.0,111.8,62.4,1.72,24.0,54.3,0.2,0.0,0.0,1.76,1.0,0.32,0.96,0.0,0.0,3.72,5.08,42.3,,1380,1380
1381,Jakub Kiwior,POL,2,Spezia,Serie A,22.0,22,21,1964,0.0,0.41,0.18,44.4,0.0,12.7,0.0,0.0,0.0,25.2,78.9,84.5,84.5,65.6,0.0,0.09,0.0,31.9,0.96,4.95,1.01,0.18,0.0,21.0,6.88,0.83,0.69,0.09,1.15,0.92,0.37,0.83,36.7,23.9,2.39,0.83,0.0,2.02,4.45,4.77,16.7,23.0,4.68,0.32,0.46,70.0,20.3,97.2,37.3,0.37,21.5,92.9,0.28,0.0,0.0,1.33,0.23,0.09,0.18,0.05,0.0,1.83,1.42,56.3,,1381,1381
1382,Sofian Kiyine,MAR,2,Venezia,Serie A,24.0,26,14,1239,0.07,1.45,0.36,25.0,0.05,25.7,0.14,0.0,0.07,28.7,74.3,80.6,78.9,67.4,0.0,1.67,0.0,38.6,1.59,8.48,2.32,1.96,1.3,4.06,32.2,1.67,3.19,0.29,0.8,1.01,0.36,1.16,43.2,25.5,1.52,0.07,0.0,1.16,3.33,1.59,12.7,28.6,17.3,3.77,5.14,73.2,39.6,252.2,147.5,3.04,32.9,85.8,0.58,0.07,0.0,3.99,0.94,0.0,1.96,0.0,0.0,0.94,1.52,38.2,FW,1382,1382
1383,Simon Kjær,DEN,1,Milan,Serie A,33.0,11,10,802,0.0,0.56,0.11,20.0,0.0,7.2,0.0,0.0,0.0,45.1,88.3,94.4,93.0,74.8,0.0,0.34,0.22,51.0,1.57,4.04,1.24,0.22,0.0,7.75,41.0,0.56,0.56,0.0,1.69,0.45,0.45,1.01,47.4,13.6,2.81,1.57,0.0,1.35,3.93,10.9,31.5,32.4,1.91,0.11,0.11,100.0,39.0,196.6,105.5,0.11,41.2,98.7,0.22,0.0,0.0,2.25,0.67,0.0,0.22,0.0,0.11,1.57,1.91,45.2,,1383,1383
1384,Kristoffer Klaesson,NOR,4,Leeds United,Premier League,21.0,1,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,81.8,100.0,100.0,66.7,0.0,0.0,0.0,27.5,0.0,2.5,0.0,0.0,0.0,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,12.5,70.0,27.5,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1384,1384
1385,Philipp Klement,GER,2,Stuttgart,Bundesliga,29.0,6,3,338,0.26,1.58,0.53,33.3,0.17,21.7,0.53,0.0,0.0,56.3,78.7,87.4,87.8,60.7,0.0,1.32,0.0,71.6,2.89,10.0,3.16,0.53,4.21,61.1,6.58,2.89,4.47,0.26,0.53,1.05,0.26,0.26,50.0,13.9,1.58,0.26,0.0,0.26,2.11,2.11,16.8,46.3,24.5,1.58,2.37,66.7,52.9,325.0,131.1,0.79,55.8,86.2,0.0,0.0,0.0,0.53,1.05,0.26,0.53,0.0,0.0,1.05,1.32,44.4,FW,1385,1385
1386,Mateusz Klich,POL,2,Leeds United,Premier League,31.0,33,26,2073,0.04,1.83,0.78,42.9,0.02,20.3,0.0,0.0,0.0,34.2,78.3,88.6,79.8,47.1,0.09,1.09,0.13,43.7,0.78,6.17,0.65,1.22,0.09,3.52,37.0,1.61,2.96,0.26,0.78,1.04,0.3,0.83,28.8,25.9,1.04,0.26,0.0,1.35,3.48,1.7,12.2,27.3,17.9,0.83,1.26,65.5,35.9,193.8,92.0,1.35,36.0,82.3,0.22,0.0,0.0,1.96,0.83,0.09,1.22,0.04,0.0,0.35,0.87,28.6,,1386,1386
1387,Thibault Klidje,TOG,1,Bordeaux,Ligue 1,20.0,5,0,86,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,29.0,74.4,83.3,82.4,44.4,0.0,2.0,0.0,39.0,0.0,7.0,1.0,7.0,0.0,3.0,31.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,2.0,3.0,0.0,4.0,18.0,41.0,3.0,8.0,37.5,45.0,266.0,153.0,2.0,38.0,79.2,0.0,0.0,0.0,3.0,4.0,1.0,7.0,0.0,0.0,2.0,6.0,25.0,FW,1387,1387
1388,Mateo Klimowicz,GER,3,Stuttgart,Bundesliga,21.0,15,7,603,0.0,1.64,0.45,27.3,0.0,18.8,0.0,0.0,0.0,21.8,74.5,83.9,79.5,50.0,0.15,1.49,0.0,29.3,0.15,4.78,0.6,0.45,0.15,8.66,18.8,1.49,2.24,0.15,1.34,0.45,0.0,0.9,42.9,18.4,0.45,0.0,0.0,0.45,2.24,0.45,5.22,20.3,16.7,1.19,3.28,36.4,29.1,172.7,102.5,0.75,29.0,68.3,0.3,0.0,0.0,1.34,1.49,0.15,0.45,0.0,0.0,0.0,0.9,0.0,MF,1388,1388
1389,Fabian Klos,GER,3,Arminia,Bundesliga,34.0,25,14,1420,0.19,2.34,0.89,37.8,0.03,15.9,0.0,0.13,0.13,15.0,53.5,67.3,42.2,49.1,0.06,0.51,0.13,28.0,0.0,11.9,0.57,1.2,0.0,2.78,13.6,1.46,1.52,0.06,0.06,0.32,0.0,0.0,0.0,16.0,0.82,0.19,0.0,0.38,0.76,1.84,4.05,19.5,17.2,0.63,0.95,66.7,16.2,56.1,24.6,1.27,29.2,56.7,0.13,0.06,0.0,2.09,1.01,0.19,1.2,0.0,0.0,8.48,7.91,51.7,,1389,1389
1390,Lukas Klostermann,GER,1,RB Leipzig,Bundesliga,25.0,23,17,1648,0.0,0.33,0.05,16.7,0.0,16.2,0.0,0.0,0.0,51.0,87.2,92.3,91.7,64.7,0.05,0.6,0.05,58.5,0.71,5.57,0.22,0.22,0.0,8.58,44.4,0.98,0.38,0.05,0.6,1.2,0.11,0.49,52.9,10.9,1.26,0.16,0.0,2.24,4.15,6.94,29.8,33.4,8.91,0.11,0.27,40.0,41.1,191.4,93.7,0.22,44.7,96.8,0.05,0.0,0.0,0.55,0.22,0.0,0.22,0.0,0.0,1.42,1.2,54.2,,1390,1390
1391,Justin Kluivert,NED,2,Nice,Ligue 1,23.0,27,24,1868,0.19,1.44,0.48,33.3,0.13,17.9,0.1,0.0,0.0,21.6,64.4,83.4,69.8,37.4,0.24,1.15,0.63,33.6,1.83,5.96,3.37,3.89,3.99,4.81,26.2,1.35,2.98,0.38,0.53,0.53,0.1,0.24,27.8,16.2,1.44,0.05,0.0,1.15,2.31,0.82,5.58,18.5,26.3,1.59,3.46,45.8,30.5,211.6,139.5,1.88,29.2,76.9,0.29,0.05,0.0,2.12,1.49,0.24,3.89,0.05,0.0,0.96,0.82,54.1,,1391,1391
1392,Lukas Klünter,GER,1,Hertha BSC,Bundesliga,26.0,5,2,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,67.0,79.4,72.3,37.5,0.0,2.27,0.91,45.5,2.27,5.45,0.91,2.27,0.0,2.27,30.9,3.18,1.36,0.0,0.45,0.45,0.0,0.91,40.0,10.0,0.91,0.0,0.0,0.91,1.82,2.27,16.4,29.5,9.09,1.82,3.18,57.1,30.0,146.4,79.1,1.36,27.7,96.8,0.45,0.0,0.0,2.73,0.91,0.0,2.27,0.0,0.0,1.82,1.36,57.1,,1392,1392
1393,Ansgar Knauff,GER,1,Eint Frankfurt,Bundesliga,20.0,12,8,759,0.12,1.43,0.48,33.3,0.08,19.5,0.0,0.0,0.0,26.3,63.7,68.5,69.2,40.6,0.12,0.95,0.48,41.3,0.0,5.71,0.48,2.02,0.12,4.17,26.2,2.62,2.62,0.36,1.07,0.6,0.6,0.95,53.3,18.5,1.07,0.12,0.0,1.31,3.57,1.55,11.3,24.5,22.1,1.9,3.33,57.1,31.5,225.8,150.7,1.31,30.1,85.5,0.0,0.0,0.0,1.79,1.19,0.12,2.02,0.0,0.0,1.07,2.74,28.1,,1393,1393
1394,Ansgar Knauff,GER,3,Dortmund,Bundesliga,20.0,5,0,114,0.0,0.77,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.7,62.2,82.4,45.5,50.0,0.0,0.77,0.0,28.5,0.0,7.69,0.0,0.77,0.0,4.62,20.0,0.77,3.08,0.0,0.77,2.31,0.77,0.0,0.0,24.6,2.31,0.0,0.0,0.0,3.85,1.54,11.5,17.7,23.8,3.08,8.46,36.4,30.8,130.0,63.1,0.77,33.1,71.7,0.0,0.0,0.0,2.31,0.77,0.77,0.77,0.0,0.0,0.77,2.31,25.0,MF,1394,1394
1395,Robin Knoche,GER,1,Union Berlin,Bundesliga,30.0,33,33,2970,0.0,0.3,0.12,40.0,0.0,11.1,0.0,0.0,0.0,41.3,81.0,83.6,89.9,67.9,0.0,0.09,0.03,51.0,1.21,5.39,1.21,0.03,0.0,8.36,37.5,1.0,0.48,0.03,1.06,0.3,0.0,0.58,46.3,10.1,1.97,0.94,0.0,2.45,3.82,7.85,38.2,27.0,1.55,0.3,0.39,76.9,36.3,208.3,109.6,0.27,35.8,98.3,0.18,0.0,0.0,0.82,0.42,0.03,0.03,0.0,0.0,2.82,2.42,53.8,,1395,1395
1396,Gregor Kobel,SUI,4,Dortmund,Bundesliga,24.0,29,29,2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,81.7,100.0,99.5,52.9,0.0,0.0,0.0,35.8,1.79,2.35,0.35,0.0,0.0,5.19,25.0,0.21,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,33.9,38.7,0.11,0.0,0.04,0.04,100.0,21.5,85.9,36.6,0.0,19.9,99.6,0.0,0.0,0.0,0.04,0.21,0.0,0.0,0.04,0.0,0.0,0.0,0.0,,1396,1396
1397,Robin Koch,GER,2,Leeds United,Premier League,25.0,20,17,1574,0.0,0.69,0.06,8.3,0.0,14.8,0.0,0.0,0.0,30.3,78.0,81.8,84.2,65.3,0.0,0.34,0.0,38.9,0.46,7.37,0.86,0.11,0.0,3.77,29.3,1.26,1.03,0.06,0.86,0.63,0.29,0.69,33.3,17.1,1.89,0.63,0.06,1.94,3.71,6.63,22.9,22.7,5.43,0.23,0.29,80.0,24.3,89.0,40.1,0.4,28.3,92.4,0.17,0.0,0.0,1.43,0.63,0.0,0.11,0.0,0.0,3.09,2.69,53.5,DF,1397,1397
