,Player Name,Player Age,Value,Team,Nationality,Position
6563,Dario Marzino,26,€100k, BSC Young Boys ,Switzerland,Goalkeeper
6564,Leandro Zbinden,20,€100k, BSC Young Boys ,Switzerland,Goalkeeper
6565,Mohamed Camara,25,€5.00m, BSC Young Boys ,Guinea,Centre-Back
6566,Cédric Zesiger,24,€4.00m, BSC Young Boys ,Switzerland,Centre-Back
6567,Sandro Lauper,26,€1.50m, BSC Young Boys ,Switzerland,Centre-Back
6568,Aurèle Amenda,19,€500k, BSC Young Boys ,Switzerland,Centre-Back
6569,Fabian Lustenberger,34,€400k, BSC Young Boys ,Switzerland,Centre-Back
6570,Ulisses Garcia,27,€2.00m, BSC Young Boys ,Switzerland,Left-Back
6571,Loris Benito,31,€800k, BSC Young Boys ,Switzerland,Left-Back
6572,Kevin Rüegg,24,€1.00m, BSC Young Boys ,Switzerland,Right-Back
6573,Lewin Blum,21,€1.00m, BSC Young Boys ,Switzerland,Right-Back
6574,Quentin Maceiras,27,€500k, BSC Young Boys ,Switzerland,Right-Back
6575,Cheikh Niasse,23,€2.50m, BSC Young Boys ,Senegal,Defensive Midfield
6576,Miguel Chaiwa,18,€100k, BSC Young Boys ,Zambia,Defensive Midfield
6577,Kastriot Imeri,22,€7.00m, BSC Young Boys ,Switzerland,Central Midfield
6578,Filip Ugrinic,24,€2.70m, BSC Young Boys ,Switzerland,Left Midfield
6579,Fabian Rieder,21,€12.00m, BSC Young Boys ,Switzerland,Attacking Midfield
6580,Donat Rrudhani,23,€700k, BSC Young Boys ,Kosovo,Left Winger
6581,Christian Fassnacht,29,€3.00m, BSC Young Boys ,Switzerland,Right Winger
6582,Meschack Elia,25,€5.00m, BSC Young Boys ,DR Congo,Centre-Forward
6583,Jean-Pierre Nsame,29,€3.50m, BSC Young Boys ,Cameroon,Centre-Forward
6584,Cedric Itten,26,€3.00m, BSC Young Boys ,Switzerland,Centre-Forward
6585,Joël Monteiro,23,€700k, BSC Young Boys ,Portugal,Centre-Forward
6586,Yannick Toure,22,€400k, BSC Young Boys ,Switzerland,Centre-Forward
6587,Marwin Hitz,35,€500k, FC Basel 1893 ,Switzerland,Goalkeeper
6588,Mirko Salvi,29,€100k, FC Basel 1893 ,Switzerland,Goalkeeper
6589,Nils de Mol,21,€100k, FC Basel 1893 ,Switzerland,Goalkeeper
6590,Andy Pelmard,23,€3.00m, FC Basel 1893 ,France,Centre-Back
6591,Arnau Comas,23,€1.50m, FC Basel 1893 ,Spain,Centre-Back
6592,Kasim Adams,27,€1.30m, FC Basel 1893 ,Ghana,Centre-Back
6593,Riccardo Calafiori,20,€3.50m, FC Basel 1893 ,Italy,Left-Back
6594,Hugo Vogel,19,€400k, FC Basel 1893 ,France,Left-Back
6595,Sergio López,24,€1.00m, FC Basel 1893 ,Spain,Right-Back
6596,Michael Lang,32,€500k, FC Basel 1893 ,Switzerland,Right-Back
6597,Fabian Frei,34,€500k, FC Basel 1893 ,Switzerland,Defensive Midfield
6598,Taulant Xhaka,32,€300k, FC Basel 1893 ,Albania,Defensive Midfield
6599,Wouter Burger,22,€4.00m, FC Basel 1893 ,Netherlands,Central Midfield
6600,Andy Diouf,19,€1.40m, FC Basel 1893 ,France,Central Midfield
6601,Liam Chipperfield,19,€300k, FC Basel 1893 ,Switzerland,Central Midfield
6602,Emmanuel Essiam,19,€200k, FC Basel 1893 ,Ghana,Central Midfield
6603,Zeki Amdouni,22,€5.00m, FC Basel 1893 ,Switzerland,Attacking Midfield
6604,Darian Males,21,€4.00m, FC Basel 1893 ,Switzerland,Attacking Midfield
6605,Adriano Onyegbule,16,€100k, FC Basel 1893 ,Germany,Attacking Midfield
6606,Liam Millar,23,€1.80m, FC Basel 1893 ,Canada,Left Winger
6607,Anton Kade,19,€1.00m, FC Basel 1893 ,Germany,Left Winger
6608,Hugo Novoa,20,€5.00m, FC Basel 1893 ,Spain,Right Winger
6609,Dan Ndoye,22,€3.50m, FC Basel 1893 ,Switzerland,Right Winger
6610,Andi Zeqiri,23,€2.70m, FC Basel 1893 ,Switzerland,Centre-Forward
6611,Jean-Kévin Augustin,25,€1.30m, FC Basel 1893 ,France,Centre-Forward
6612,Bradley Fink,19,€1.00m, FC Basel 1893 ,Switzerland,Centre-Forward
6613,Kaly Sène,21,€1.00m, FC Basel 1893 ,Senegal,Centre-Forward
6614,Yanick Brecher,29,€1.00m, FC Zürich ,Switzerland,Goalkeeper
6615,Zivko Kostadinovic,31,€300k, FC Zürich ,Switzerland,Goalkeeper
6616,Gianni De Nitti,20,€100k, FC Zürich ,Switzerland,Goalkeeper
6617,Becir Omeragic,21,€4.50m, FC Zürich ,Switzerland,Centre-Back
6618,Fidan Aliti,29,€1.50m, FC Zürich ,Kosovo,Centre-Back
6619,Nikola Katic,26,€900k, FC Zürich ,Croatia,Centre-Back
6620,Lindrit Kamberi,23,€600k, FC Zürich ,Switzerland,Centre-Back
6621,Mirlind Kryeziu,26,€600k, FC Zürich ,Kosovo,Centre-Back
6622,Marc Hornschuh,32,€300k, FC Zürich ,Germany,Centre-Back
6623,Ilan Sauter,22,€100k, FC Zürich ,Switzerland,Centre-Back
6624,Ramon Guzzo,18,€100k, FC Zürich ,Switzerland,Centre-Back
6625,Ole Selnaes,28,€2.00m, FC Zürich ,Norway,Defensive Midfield
6626,Ifeanyi Mathew,26,€800k, FC Zürich ,Nigeria,Defensive Midfield
6627,Cheick Conde,22,€900k, FC Zürich ,Guinea,Central Midfield
6628,Stephan Seiler,22,€600k, FC Zürich ,Switzerland,Central Midfield
6629,Blerim Dzemaili,37,€200k, FC Zürich ,Switzerland,Central Midfield
6630,Miguel Reichmuth,19,€100k, FC Zürich ,Switzerland,Central Midfield
6631,Nikola Boranijasevic,30,€1.00m, FC Zürich ,Serbia,Right Midfield
6632,Fabian Rohner,24,€300k, FC Zürich ,Switzerland,Right Midfield
6633,Selmin Hodza,19,€100k, FC Zürich ,Switzerland,Right Midfield
6634,Adrián Guerrero,25,€2.00m, FC Zürich ,Spain,Left Midfield
6635,Jonathan Okita,26,€1.00m, FC Zürich ,DR Congo,Left Midfield
6636,Bledian Krasniqi,21,€1.20m, FC Zürich ,Switzerland,Attacking Midfield
6637,Antonio Marchesano,32,€800k, FC Zürich ,Switzerland,Attacking Midfield
6638,Daniel Afriyie,21,€300k, FC Zürich ,Ghana,Left Winger
6639,Roko Simic,19,€5.00m, FC Zürich ,Croatia,Centre-Forward
6640,Aiyegun Tosin,24,€2.70m, FC Zürich ,Benin,Centre-Forward
6641,Ivan Santini,33,€400k, FC Zürich ,Croatia,Centre-Forward
6642,Calixte Ligue,18,€400k, FC Zürich ,Switzerland,Centre-Forward
6643,Carson Buschman-Dormond,20,€100k, FC Zürich ,Canada,Centre-Forward
6644,Lawrence Ati Zigi,26,€3.00m, FC St. Gallen 1879 ,Ghana,Goalkeeper
6645,Lukas Watkowiak,27,€200k, FC St. Gallen 1879 ,Germany,Goalkeeper
6646,Bela Dumrath,19,€100k, FC St. Gallen 1879 ,Germany,Goalkeeper
6647,Leonidas Stergiou,21,€3.50m, FC St. Gallen 1879 ,Switzerland,Centre-Back
6648,Matej Maglica,24,€750k, FC St. Gallen 1879 ,Croatia,Centre-Back
6649,Basil Stillhart,29,€500k, FC St. Gallen 1879 ,Switzerland,Centre-Back
6650,Musah Nuhu,26,€150k, FC St. Gallen 1879 ,Ghana,Centre-Back
6651,Isaac Schmidt,23,€1.50m, FC St. Gallen 1879 ,Switzerland,Left-Back
6652,Michael Kempter,28,€350k, FC St. Gallen 1879 ,Philippines,Left-Back
6653,Albert Vallci,27,€1.00m, FC St. Gallen 1879 ,Austria,Right-Back
6654,Patrick Sutter,24,€500k, FC St. Gallen 1879 ,Switzerland,Right-Back
6655,Alessandro Kräuchi,24,€350k, FC St. Gallen 1879 ,Switzerland,Right-Back
6656,Jordi Quintillà,29,€1.50m, FC St. Gallen 1879 ,Spain,Defensive Midfield
6657,David Jacovic,22,€100k, FC St. Gallen 1879 ,Switzerland,Defensive Midfield
6658,Ricardo Alves,21,€400k, FC St. Gallen 1879 ,Switzerland,Central Midfield
6659,Stefano Guidotti,23,€300k, FC St. Gallen 1879 ,Switzerland,Central Midfield
6660,Edis Bytyqi,20,€100k, FC St. Gallen 1879 ,Kosovo,Central Midfield
6661,Lukas Görtler,28,€2.00m, FC St. Gallen 1879 ,Germany,Right Midfield
6662,Christian Witzig,22,€500k, FC St. Gallen 1879 ,Switzerland,Attacking Midfield
6663,Randy Schneider,21,€400k, FC St. Gallen 1879 ,Switzerland,Attacking Midfield
6664,Grégory Karlen,28,€200k, FC St. Gallen 1879 ,Switzerland,Attacking Midfield
6665,Leonhard Münst,21,€125k, FC St. Gallen 1879 ,Germany,Attacking Midfield
6666,Willem Geubbels,21,€2.50m, FC St. Gallen 1879 ,France,Left Winger
6667,Julian Von Moos,22,€1.50m, FC St. Gallen 1879 ,Switzerland,Right Winger
6668,Chadrac Akolo,28,€800k, FC St. Gallen 1879 ,DR Congo,Right Winger
6669,Leon Dajaku,22,€900k, FC St. Gallen 1879 ,Germany,Second Striker
6670,Alessio Besio,19,€1.50m, FC St. Gallen 1879 ,Switzerland,Centre-Forward
6671,Emmanuel Latte Lath,24,€1.00m, FC St. Gallen 1879 ,Cote d'Ivoire,Centre-Forward
6672,Jérémy Guillemenot,25,€900k, FC St. Gallen 1879 ,Switzerland,Centre-Forward
6673,Fabian Schubert,28,€500k, FC St. Gallen 1879 ,Austria,Centre-Forward
6674,Fabrizio Cavegn,20,€100k, FC St. Gallen 1879 ,Switzerland,Centre-Forward
6675,Noha Ndombasi,21,€100k, FC St. Gallen 1879 ,France,Centre-Forward
6676,Jérémy Frick,30,€500k, Servette FC ,Switzerland,Goalkeeper
6677,Edin Omeragic,21,€300k, Servette FC ,Switzerland,Goalkeeper
6678,Steven Deana,33,€100k, Servette FC ,Switzerland,Goalkeeper
6679,Nicolas Vouilloz,21,€1.80m, Servette FC ,Switzerland,Centre-Back
6680,Yoan Severin,26,€800k, Servette FC ,France,Centre-Back
6681,Steve Rouiller,32,€400k, Servette FC ,Switzerland,Centre-Back
6682,Baba Souare,24,€200k, Servette FC ,Switzerland,Centre-Back
6683,Anthony Baron,30,€100k, Servette FC ,Guadeloupe,Centre-Back
6684,Malik Sawadogo,19,€400k, Servette FC ,Switzerland,Left-Back
6685,Gaël Clichy,37,€100k, Servette FC ,France,Left-Back
6686,Kevin Mbabu,27,€5.00m, Servette FC ,Switzerland,Right-Back
6687,Moussa Diallo,26,€800k, Servette FC ,France,Right-Back
6688,Moritz Bauer,31,€300k, Servette FC ,Austria,Right-Back
6689,Théo Magnin,19,€100k, Servette FC ,Switzerland,Right-Back
6690,David Douline,29,€700k, Servette FC ,France,Defensive Midfield
6691,Boris Cespedes,27,€400k, Servette FC ,Bolivia,Defensive Midfield
6692,Samba Lélé Diba,19,€300k, Servette FC ,Senegal,Defensive Midfield
6693,Timothé Cognat,25,€3.00m, Servette FC ,France,Central Midfield
6694,Théo Valls,27,€1.30m, Servette FC ,France,Central Midfield
6695,Sidiki Camara,20,€100k, Servette FC ,Switzerland,Central Midfield
6696,Alexis Antunes,22,€900k, Servette FC ,Switzerland,Attacking Midfield
6697,Dereck Kutesa,25,€1.20m, Servette FC ,Angola,Left Winger
6698,Boubacar Fofana,24,€1.00m, Servette FC ,France,Left Winger
6699,Patrick Pflücke,26,€700k, Servette FC ,Germany,Left Winger
6700,Miroslav Stevanovic,32,€2.00m, Servette FC ,Bosnia-Herzegovina,Right Winger
6701,Ronny Rodelin,33,€200k, Servette FC ,France,Right Winger
6702,Chris Bedia,27,€1.40m, Servette FC ,Cote d'Ivoire,Centre-Forward
6703,Enzo Crivelli,28,€1.30m, Servette FC ,France,Centre-Forward
6704,Ilyes Chaïbi,26,€100k, Servette FC ,France,Centre-Forward
6705,Marius Müller,29,€1.00m, FC Luzern ,Germany,Goalkeeper
6706,Pascal Loretz,19,€200k, FC Luzern ,Switzerland,Goalkeeper
6707,Vaso Vasic,32,€200k, FC Luzern ,Serbia,Goalkeeper
6708,Marco Burch,22,€4.00m, FC Luzern ,Switzerland,Centre-Back
6709,Luca Jaquez,19,€500k, FC Luzern ,Switzerland,Centre-Back
6710,Ismajl Beka,23,€400k, FC Luzern ,Kosovo,Centre-Back
6711,Denis Simani,31,€200k, FC Luzern ,Albania,Centre-Back
6712,Thoma Monney,21,€100k, FC Luzern ,Switzerland,Centre-Back
6713,Martin Frydek,31,€400k, FC Luzern ,Czech Republic,Left-Back
6714,Leny Meyer,18,€100k, FC Luzern ,Switzerland,Left-Back
6715,Mohamed Dräger,26,€1.30m, FC Luzern ,Tunisia,Right-Back
6716,Pius Dorn,26,€800k, FC Luzern ,Germany,Right-Back
6717,Severin Ottiger,19,€300k, FC Luzern ,Switzerland,Right-Back
6718,Ardon Jashari,20,€6.00m, FC Luzern ,Switzerland,Defensive Midfield
6719,Mamady Diambou,20,€2.00m, FC Luzern ,Mali,Defensive Midfield
6720,Nicky Beloko,23,€1.00m, FC Luzern ,Switzerland,Central Midfield
6721,Noah Rupp,19,€400k, FC Luzern ,Switzerland,Central Midfield
6722,Lorik Emini,23,€200k, FC Luzern ,Kosovo,Central Midfield
6723,Pascal Schürpf,33,€200k, FC Luzern ,Switzerland,Left Midfield
6724,Max Meyer,27,€1.50m, FC Luzern ,Germany,Attacking Midfield
6725,Jakub Kadak,22,€600k, FC Luzern ,Slovakia,Attacking Midfield
6726,Samuele Campo,27,€300k, FC Luzern ,Switzerland,Attacking Midfield
6727,Samuel Alabi,22,€200k, FC Luzern ,Ghana,Attacking Midfield
6728,Sofyan Chader,22,€900k, FC Luzern ,France,Left Winger
6729,Luuk Breedijk,19,€100k, FC Luzern ,Switzerland,Left Winger
6730,Asumah Abubakar,25,€600k, FC Luzern ,Portugal,Centre-Forward
6731,Thibault Klidjé,21,€300k, FC Luzern ,Togo,Centre-Forward
6732,Benjamin Kimpioka,23,€300k, FC Luzern ,Sweden,Centre-Forward
6733,Dejan Sorgic,33,€200k, FC Luzern ,Switzerland,Centre-Forward
6734,Nando Toggenburger,19,€100k, FC Luzern ,Switzerland,Centre-Forward
6735,Lars Villiger,19,€25k, FC Luzern ,Switzerland,Centre-Forward
6736,André Moreira,27,€1.20m, Grasshopper Club Zurich ,Portugal,Goalkeeper
6737,Justin Hammel,22,€500k, Grasshopper Club Zurich ,Switzerland,Goalkeeper
6738,Lévi Ntumba,22,€300k, Grasshopper Club Zurich ,France,Goalkeeper
6739,Ayumu Seko,22,€1.50m, Grasshopper Club Zurich ,Japan,Centre-Back
6740,Tomás Ribeiro,23,€1.20m, Grasshopper Club Zurich ,Portugal,Centre-Back
6741,Noah Loosli,26,€600k, Grasshopper Club Zurich ,Switzerland,Centre-Back
6742,Georg Margreitter,34,€100k, Grasshopper Club Zurich ,Austria,Centre-Back
6743,Florian Hoxha,22,€100k, Grasshopper Club Zurich ,Kosovo,Left-Back
6744,Bendegúz Bolla,23,€2.70m, Grasshopper Club Zurich ,Hungary,Right-Back
6745,Teruki Hara,24,€650k, Grasshopper Club Zurich ,Japan,Right-Back
6746,Nadjack,29,€200k, Grasshopper Club Zurich ,Guinea-Bissau,Right-Back
6747,Amir Abrashi,33,€300k, Grasshopper Club Zurich ,Albania,Defensive Midfield
6748,Hayao Kawabe,27,€2.00m, Grasshopper Club Zurich ,Japan,Central Midfield
6749,Christian Herc,24,€1.10m, Grasshopper Club Zurich ,Slovakia,Central Midfield
6750,Tsiy William Ndenge,25,€900k, Grasshopper Club Zurich ,Cameroon,Central Midfield
6751,Dominik Schmid,25,€2.00m, Grasshopper Club Zurich ,Switzerland,Left Midfield
6752,Petar Pusic,24,€600k, Grasshopper Club Zurich ,Switzerland,Attacking Midfield
6753,Dion Kacuri,19,€300k, Grasshopper Club Zurich ,Switzerland,Attacking Midfield
6754,Meritan Shabani,24,€300k, Grasshopper Club Zurich ,Germany,Attacking Midfield
6755,Filipe de Carvalho Ferreira,19,€400k, Grasshopper Club Zurich ,Switzerland,Left Winger
6756,Leonardo Uka,22,€100k, Grasshopper Club Zurich ,Kosovo,Left Winger
6757,Giotto Morandi,24,€1.10m, Grasshopper Club Zurich ,Switzerland,Second Striker
6758,Renat Dadashov,23,€1.00m, Grasshopper Club Zurich ,Azerbaijan,Centre-Forward
6759,Francis Momoh,22,€900k, Grasshopper Club Zurich ,Nigeria,Centre-Forward
6760,Guilherme Schettine,27,€900k, Grasshopper Club Zurich ,Brazil,Centre-Forward
6761,Shkelqim Demhasaj,26,€200k, Grasshopper Club Zurich ,Kosovo,Centre-Forward
6762,Amir Saipi,22,€1.00m, FC Lugano ,Switzerland,Goalkeeper
6763,Sebastian Osigwe,29,€400k, FC Lugano ,Nigeria,Goalkeeper
6764,Serif Berbic,21,€100k, FC Lugano ,Switzerland,Goalkeeper
6765,Lukas Mai,23,€2.00m, FC Lugano ,Germany,Centre-Back
6766,Allan Arigoni,24,€800k, FC Lugano ,Switzerland,Centre-Back
6767,Albian Hajdari,19,€400k, FC Lugano ,Switzerland,Centre-Back
6768,Kreshnik Hajrizi,23,€300k, FC Lugano ,Kosovo,Centre-Back
6769,Fabio Daprelà,32,€200k, FC Lugano ,Switzerland,Centre-Back
6770,Leonid Srdic,21,€100k, FC Lugano ,Bosnia-Herzegovina,Centre-Back
6771,Milton Valenzuela,24,€1.50m, FC Lugano ,Argentina,Left-Back
6772,Mickaël Facchinetti,32,€100k, FC Lugano ,Switzerland,Left-Back
6773,Jhon Espinoza,24,€600k, FC Lugano ,Ecuador,Right-Back
6774,Ousmane Doumbia,30,€1.00m, FC Lugano ,Cote d'Ivoire,Defensive Midfield
6775,Hadj Mahmoud,22,€400k, FC Lugano ,Tunisia,Defensive Midfield
6776,Chinwendu Johan Nkama,25,€100k, FC Lugano ,Nigeria,Defensive Midfield
6777,Uran Bislimi,23,€400k, FC Lugano ,Kosovo,Central Midfield
6778,Jonathan Sabbatini,35,€300k, FC Lugano ,Uruguay,Central Midfield
6779,Roman Macek,25,€300k, FC Lugano ,Czech Republic,Central Midfield
6780,Mattia Bottani,31,€500k, FC Lugano ,Switzerland,Attacking Midfield
6781,Ignacio Aliseda,23,€1.50m, FC Lugano ,Argentina,Left Winger
6782,Renato Steffen,31,€1.00m, FC Lugano ,Switzerland,Right Winger
6783,Hicham Mahou,23,€700k, FC Lugano ,France,Right Winger
6784,Zan Celar,24,€3.00m, FC Lugano ,Slovenia,Centre-Forward
6785,Mohamed Amoura,22,€1.00m, FC Lugano ,Algeria,Centre-Forward
6786,Boris Babic,25,€400k, FC Lugano ,Switzerland,Centre-Forward
6787,Heinz Lindner,32,€800k, FC Sion ,Austria,Goalkeeper
6788,Alexandros Safarikas,23,€100k, FC Sion ,Greece,Goalkeeper
6789,Kevin Fickentscher,34,€100k, FC Sion ,Switzerland,Goalkeeper
6790,Nathanaël Saintini,22,€1.00m, FC Sion ,Guadeloupe,Centre-Back
6791,Joël Schmied,24,€500k, FC Sion ,Switzerland,Centre-Back
6792,Dimitri Cavaré,28,€500k, FC Sion ,Guadeloupe,Centre-Back
6793,Reto Ziegler,37,€100k, FC Sion ,Switzerland,Centre-Back
6794,Gilles Richard,20,€100k, FC Sion ,Switzerland,Centre-Back
6795,Gora Diouf,19,€10k, FC Sion ,Senegal,Centre-Back
6796,Baltazar,22,€500k, FC Sion ,Brazil,Left-Back
6797,François Moubandje,32,€400k, FC Sion ,Switzerland,Left-Back
6798,Dennis Iapichino,32,€200k, FC Sion ,Switzerland,Left-Back
6799,Numa Lavanchy,29,€600k, FC Sion ,Switzerland,Right-Back
6800,Denis Will Poha,25,€1.00m, FC Sion ,France,midfield
6801,Wylan Cyprien,28,€3.00m, FC Sion ,France,Central Midfield
6802,Anto Grgic,26,€1.50m, FC Sion ,Switzerland,Central Midfield
6803,Musa Araz,29,€400k, FC Sion ,Switzerland,Central Midfield
6804,Luca Zuffi,33,€300k, FC Sion ,Switzerland,Central Midfield
6805,José Aguilar,22,€100k, FC Sion ,Spain,Central Midfield
6806,André Edgar,23,€100k, FC Sion ,Angola,Central Midfield
6807,Ilyas Chouaref,22,€1.00m, FC Sion ,France,Left Winger
6808,Kevin Bua,29,€400k, FC Sion ,Switzerland,Left Winger
6809,Kevin Halabaku,21,€200k, FC Sion ,Kosovo,Left Winger
6810,Itaitinga,24,€600k, FC Sion ,Brazil,Right Winger
6811,Mario Balotelli,32,€2.00m, FC Sion ,Italy,Centre-Forward
6812,Giovanni Sio,34,€300k, FC Sion ,Cote d'Ivoire,Centre-Forward
6813,Gaëtan Karlen,29,€200k, FC Sion ,Switzerland,Centre-Forward
6814,Abdel Zagré,19,€100k, FC Sion ,Burkina Faso,Centre-Forward
6815,Timothy Fayulu,23,€1.20m, FC Winterthur ,DR Congo,Goalkeeper
6816,Markus Kuster,29,€400k, FC Winterthur ,Austria,Goalkeeper
6817,Jozef Pukaj,23,€300k, FC Winterthur ,Kosovo,Goalkeeper
6818,Armin Abaz,21,€100k, FC Winterthur ,Switzerland,Goalkeeper
6819,Yannick Schmid,27,€400k, FC Winterthur ,Switzerland,Centre-Back
6820,Roy Gelmi,28,€200k, FC Winterthur ,Switzerland,Centre-Back
6821,Granit Lekaj,33,€100k, FC Winterthur ,Switzerland,Centre-Back
6822,Souleymane Diaby,23,€500k, FC Winterthur ,Cote d'Ivoire,Left-Back
6823,Tobias Schättin,25,€300k, FC Winterthur ,Switzerland,Left-Back
6824,Adrian Gantenbein,21,€500k, FC Winterthur ,Switzerland,Right-Back
6825,Michael Gonçalves,28,€200k, FC Winterthur ,Switzerland,Right-Back
6826,Thibault Corbaz,29,€300k, FC Winterthur ,Switzerland,Defensive Midfield
6827,Remo Arnold,26,€300k, FC Winterthur ,Switzerland,Defensive Midfield
6828,Hekuran Kryeziu,30,€300k, FC Winterthur ,Kosovo,Defensive Midfield
6829,Eris Abedini,24,€300k, FC Winterthur ,Kosovo,Defensive Midfield
6830,Kevin Costinha,22,€100k, FC Winterthur ,Switzerland,Right Midfield
6831,Samir Ramizi,31,€300k, FC Winterthur ,Serbia,Left Midfield
6832,Carmine Chiappetta,20,€200k, FC Winterthur ,Switzerland,Left Midfield
6833,Matteo Di Giusto,22,€1.00m, FC Winterthur ,Switzerland,Attacking Midfield
6834,Francisco Rodríguez,27,€200k, FC Winterthur ,Switzerland,Attacking Midfield
6835,Nishan Burkart,23,€400k, FC Winterthur ,Switzerland,Left Winger
6836,Sayfallah Ltaief,22,€400k, FC Winterthur ,Tunisia,Right Winger
6837,Joaquín Ardaiz,24,€600k, FC Winterthur ,Uruguay,Centre-Forward
6838,Samuel Ballet,22,€400k, FC Winterthur ,Switzerland,Centre-Forward
6839,Roman Buess,30,€300k, FC Winterthur ,Switzerland,Centre-Forward
6840,Neftali Manzambi,25,€200k, FC Winterthur ,Switzerland,Centre-Forward
6841,Vladan Kovacevic,25,€8.00m, Rakow Czestochowa ,Serbia,Goalkeeper
6842,Kacper Trelowski,19,€700k, Rakow Czestochowa ,Poland,Goalkeeper
6843,Jakub Rajczykowski,18,€25k, Rakow Czestochowa ,Poland,Goalkeeper
6844,Stratos Svarnas,25,€2.00m, Rakow Czestochowa ,Greece,Centre-Back
6845,Zoran Arsenic,28,€1.50m, Rakow Czestochowa ,Croatia,Centre-Back
6846,Adrian Gryszkiewicz,23,€600k, Rakow Czestochowa ,Poland,Centre-Back
6847,Bogdan Racovitan,22,€450k, Rakow Czestochowa ,Romania,Centre-Back
6848,Tomas Petrasek,31,€400k, Rakow Czestochowa ,Czech Republic,Centre-Back
6849,Milan Rundic,31,€400k, Rakow Czestochowa ,Serbia,Centre-Back
6850,Giannis Papanikolaou,24,€1.80m, Rakow Czestochowa ,Greece,Defensive Midfield
6851,Ben Lederman,22,€1.50m, Rakow Czestochowa ,Poland,Defensive Midfield
6852,Gustav Berggren,25,€500k, Rakow Czestochowa ,Sweden,Central Midfield
6853,Szymon Czyz,21,€500k, Rakow Czestochowa ,Poland,Central Midfield
6854,Olivier Sukiennicki,19, , Rakow Czestochowa ,Poland,Central Midfield
6855,Fran Tudor,27,€3.00m, Rakow Czestochowa ,Croatia,Right Midfield
6856,Jean Carlos Silva,26,€900k, Rakow Czestochowa ,Spain,Right Midfield
6857,Wiktor Dlugosz,22,€400k, Rakow Czestochowa ,Poland,Right Midfield
6858,Patryk Kun,27,€1.50m, Rakow Czestochowa ,Poland,Left Midfield
6859,Ivi López,28,€3.50m, Rakow Czestochowa ,Spain,Attacking Midfield
6860,Vladyslav Kochergin,26,€1.80m, Rakow Czestochowa ,Ukraine,Attacking Midfield
6861,Bartosz Nowak,29,€1.50m, Rakow Czestochowa ,Poland,Attacking Midfield
6862,Mateusz Wdowiak,26,€1.00m, Rakow Czestochowa ,Poland,Attacking Midfield
6863,Marcin Cebula,27,€500k, Rakow Czestochowa ,Poland,Attacking Midfield
6864,Vladislavs Gutkovskis,28,€1.20m, Rakow Czestochowa ,Latvia,Centre-Forward
6865,Fabian Piasecki,27,€1.00m, Rakow Czestochowa ,Poland,Centre-Forward
6866,Sebastian Musiolik,26,€250k, Rakow Czestochowa ,Poland,Centre-Forward
6867,Filip Bednarek,30,€800k, Lech Poznan ,Poland,Goalkeeper
6868,Dominik Holec,28,€500k, Lech Poznan ,Slovakia,Goalkeeper
6869,Artur Rudko,30,€300k, Lech Poznan ,Ukraine,Goalkeeper
6870,Antonio Milic,29,€1.80m, Lech Poznan ,Croatia,Centre-Back
6871,Filip Dagerstal,26,€1.80m, Lech Poznan ,Sweden,Centre-Back
6872,Lubomir Satka,27,€1.00m, Lech Poznan ,Slovakia,Centre-Back
6873,Bartosz Salamon,31,€800k, Lech Poznan ,Poland,Centre-Back
6874,Michal Gurgul,17, , Lech Poznan ,Poland,Centre-Back
6875,Pedro Rebocho,28,€900k, Lech Poznan ,Portugal,Left-Back
6876,Barry Douglas,33,€400k, Lech Poznan ,Scotland,Left-Back
6877,Joel Pereira,26,€2.00m, Lech Poznan ,Portugal,Right-Back
6878,Mateusz Zukowski,21,€600k, Lech Poznan ,Poland,Right-Back
6879,Alan Czerwinski,30,€500k, Lech Poznan ,Poland,Right-Back
6880,Jesper Karlström,27,€2.50m, Lech Poznan ,Sweden,Defensive Midfield
6881,Nika Kvekveskiri,30,€1.00m, Lech Poznan ,Georgia,Defensive Midfield
6882,Radoslaw Murawski,28,€1.00m, Lech Poznan ,Poland,Central Midfield
6883,Afonso Sousa,22,€1.80m, Lech Poznan ,Portugal,Attacking Midfield
6884,Filip Marchwinski,21,€1.20m, Lech Poznan ,Poland,Attacking Midfield
6885,João Amaral,31,€900k, Lech Poznan ,Portugal,Attacking Midfield
6886,Maksym Czekala,19,€25k, Lech Poznan ,Poland,Attacking Midfield
6887,Michal Skoras,23,€6.00m, Lech Poznan ,Poland,Left Winger
