,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id
1248,Ardian Ismajli,350000000,ALB,1,N/A,Empoli,Serie A,25,20.0,13.0,1272.0,0.0,0.35,0.07,20.0,0.0,14.6,0.0,0.0,0.0,43.0,85.6,90.6,90.4,74.5,0.0,0.28,0.0,50.2,1.28,5.67,0.99,0.07,0.0,5.96,39.7,1.06,0.43,0.0,0.92,0.21,0.07,0.5,43.8,10.8,1.7,0.78,0.0,1.77,2.98,11.7,35.5,28.9,1.91,0.21,0.21,100.0,35.4,253.1,146.2,0.21,37.4,97.6,0.5,0.0,0.0,1.35,1.13,0.0,0.07,0.0,0.14,3.05,1.28,70.5,1249,1249
1249,Hiroki Ito,750000000,JPN,1,N/A,Stuttgart,Bundesliga,23,29.0,26.0,2348.0,0.04,0.46,0.08,16.7,0.08,22.0,0.0,0.0,0.0,57.2,81.7,91.2,92.8,58.3,0.04,0.54,0.04,70.0,1.26,5.71,2.26,0.38,0.04,57.0,6.9,1.46,0.84,0.08,1.03,0.65,0.04,0.88,56.1,9.85,2.22,0.88,0.0,2.76,4.48,10.4,42.4,39.6,5.02,0.15,0.27,57.1,52.7,272.4,135.4,0.19,54.4,98.1,0.08,0.0,0.0,0.84,0.42,0.0,0.38,0.0,0.04,2.3,1.65,58.3,1250,1250
1250,Cedric Itten,300000000,SUI,3,N/A,Greuther Fürth,Bundesliga,25,12.0,7.0,635.0,0.28,2.25,1.27,56.3,0.13,13.9,0.0,0.0,0.0,12.7,59.6,65.2,59.5,50.0,0.0,0.14,0.0,21.3,0.0,10.4,0.14,0.56,0.0,0.85,12.5,0.99,1.13,0.0,0.28,0.7,0.7,0.28,40.0,21.0,0.28,0.0,0.0,0.28,1.97,0.99,2.39,15.9,17.0,0.42,0.99,42.9,16.2,57.2,27.7,2.39,24.5,53.7,0.14,0.0,0.0,2.68,1.13,0.42,0.56,0.0,0.0,5.07,9.72,34.3,1251,1251
1252,Alex Iwobi,2500000000,NGA,2,DF,Everton,Premier League,26,28.0,22.0,2035.0,0.09,1.06,0.27,25.0,0.08,16.4,0.0,0.0,0.0,26.8,77.2,88.0,78.4,54.6,0.09,1.68,0.53,34.7,0.09,6.06,0.49,1.33,0.0,3.23,28.4,1.73,2.74,0.27,1.06,0.66,0.31,0.88,42.6,23.0,1.99,0.18,0.0,1.77,3.81,1.9,10.2,19.3,20.3,1.42,2.57,55.2,33.1,177.6,102.0,1.46,29.5,76.5,0.04,0.0,0.0,0.93,0.44,0.13,1.33,0.04,0.0,0.4,1.59,20.0,1253,1253
1253,Armando Izzo,280000000,ITA,1,N/A,Torino,Serie A,30,11.0,6.0,526.0,0.0,0.86,0.52,60.0,0.0,8.1,0.0,0.0,0.0,40.5,79.9,86.8,82.2,66.2,0.0,0.34,0.0,50.7,3.28,5.17,0.69,0.52,0.0,13.3,32.4,1.03,0.52,0.0,2.07,0.69,0.0,1.55,75.0,11.4,1.21,0.52,0.0,3.1,5.86,6.55,28.6,29.8,8.28,0.0,0.17,0.0,35.9,205.9,97.1,0.17,37.6,97.3,0.69,0.0,0.0,3.1,2.24,0.0,0.52,0.17,0.0,3.97,1.72,69.7,1254,1254
1254,Nicolas Jackson,1500000000,SEN,3,N/A,Villarreal,La Liga,20,9.0,0.0,165.0,0.0,2.78,0.56,20.0,0.0,10.9,0.0,0.0,0.0,22.8,75.9,77.4,87.5,50.0,0.0,0.56,0.0,30.0,0.0,13.9,1.11,2.22,0.0,2.22,22.8,2.22,2.78,0.56,0.56,0.0,0.56,0.0,0.0,27.8,0.56,0.0,0.0,1.11,2.22,0.56,2.78,23.3,28.3,1.67,3.33,50.0,33.3,204.4,128.3,3.33,38.9,63.1,0.56,0.0,0.0,1.11,3.33,0.56,2.22,0.0,0.0,6.11,3.33,64.7,1255,1255
1256,Paul Jaeckel,550000000,GER,1,N/A,Union Berlin,Bundesliga,23,24.0,22.0,2047.0,0.0,0.13,0.0,0.0,0.0,21.4,0.0,0.0,0.0,40.1,81.0,85.3,90.4,65.1,0.0,0.09,0.0,49.6,1.23,5.11,1.23,0.13,0.0,10.9,34.1,1.5,0.53,0.09,1.67,0.93,0.04,1.1,50.0,12.7,1.32,0.44,0.0,3.3,5.95,6.52,34.8,28.5,2.25,0.57,0.84,68.4,38.1,198.5,95.2,0.48,35.8,98.7,0.22,0.0,0.0,1.45,0.62,0.0,0.13,0.04,0.0,2.64,2.38,52.6,1257,1257
1259,Ismail Jakobs,700000000,GER,1,FW,Monaco,Ligue 1,22,28.0,10.0,1203.0,0.0,0.37,0.07,20.0,0.0,13.6,0.0,0.0,0.0,48.5,71.1,88.2,74.1,35.3,0.07,2.16,1.19,68.2,0.9,9.7,1.87,4.78,0.6,49.4,4.03,2.61,2.39,0.22,1.27,1.27,0.3,1.12,48.4,15.6,1.57,0.15,0.0,1.87,4.7,3.21,18.4,37.3,28.7,0.37,0.82,45.5,43.4,230.9,131.0,0.75,47.9,86.6,0.07,0.0,0.0,1.27,0.67,0.07,4.78,0.07,0.0,3.13,1.04,75.0,1260,1260
1262,Daniel James,1300000000,WAL,3,N/A,Manchester Utd,Premier League,24,2.0,2.0,126.0,0.0,2.86,0.71,25.0,0.0,17.3,0.0,0.0,0.0,15.7,68.8,75.0,60.0,0.0,0.0,0.0,0.0,22.9,0.0,4.29,0.71,3.57,0.0,2.14,20.0,0.0,2.14,0.0,0.0,2.86,0.0,0.71,100.0,22.1,1.43,0.0,0.0,0.0,2.86,0.71,1.43,15.7,23.6,0.0,2.14,0.0,23.6,165.7,112.9,2.14,24.3,68.0,0.0,0.0,0.0,0.71,0.71,1.43,3.57,0.0,0.0,0.0,0.71,0.0,1263,1263
1263,Daniel James,1300000000,WAL,3,MF,Leeds United,Premier League,24,32.0,29.0,2366.0,0.15,1.98,0.57,28.8,0.08,15.5,0.0,0.0,0.0,12.5,65.0,76.5,67.1,41.1,0.15,0.76,0.04,19.3,0.04,3.95,0.42,1.67,0.0,3.76,14.1,1.22,2.02,0.19,0.46,0.49,0.38,0.42,40.7,22.1,0.91,0.08,0.0,0.72,2.05,0.84,3.5,11.4,17.1,0.68,1.67,40.9,20.3,132.8,82.3,1.41,20.0,54.3,0.27,0.04,0.0,1.41,1.67,0.49,1.67,0.0,0.0,0.61,1.98,23.5,1264,1264
1264,Reece James,7000000000,ENG,1,N/A,Chelsea,Premier League,22,26.0,22.0,1864.0,0.24,1.79,0.48,27.0,0.14,20.4,0.29,0.0,0.0,69.7,86.5,93.4,88.4,69.3,0.43,2.37,0.63,80.5,1.55,12.6,1.21,3.96,0.72,5.89,62.5,1.98,3.82,0.53,1.06,0.68,0.14,0.39,32.0,12.8,1.4,0.14,0.05,1.01,2.9,1.79,15.3,41.4,40.4,1.64,2.08,79.1,65.2,281.5,140.0,1.16,64.5,92.2,0.19,0.05,0.0,0.87,1.79,0.19,3.96,0.0,0.05,1.06,1.16,47.8,1265,1265
1265,Vitaly Janelt,1600000000,GER,2,N/A,Brentford,Premier League,24,31.0,27.0,2298.0,0.16,1.18,0.43,36.7,0.13,17.7,0.0,0.0,0.0,30.1,77.0,82.8,82.6,57.1,0.0,0.75,0.12,39.1,1.1,5.49,1.14,0.9,0.43,28.5,6.24,1.45,2.08,0.16,0.9,1.1,0.43,0.67,38.6,19.1,1.69,0.31,0.0,1.73,4.16,2.94,14.7,24.9,12.2,0.67,0.86,77.3,27.3,136.7,68.4,0.47,29.3,82.0,0.12,0.0,0.0,1.22,1.37,0.12,0.9,0.0,0.0,1.49,1.1,57.6,1266,1266
1266,Jakub Jankto,250000000,CZE,1,MF,Getafe,La Liga,26,14.0,6.0,587.0,0.0,0.92,0.0,0.0,0.0,21.7,0.0,0.0,0.0,24.3,66.9,74.3,81.6,31.3,0.31,0.77,0.15,36.3,0.31,5.85,0.92,2.92,0.15,23.7,5.23,0.92,1.38,0.46,0.92,0.46,0.15,1.08,63.6,11.7,1.23,0.0,0.0,1.85,3.38,1.54,10.2,23.1,15.5,0.31,0.77,40.0,26.8,146.3,81.1,1.08,25.8,86.2,0.15,0.15,0.0,0.77,1.69,0.0,2.92,0.0,0.0,0.46,0.31,60.0,1267,1267
1267,Pontus Jansson,500000000,SWE,1,N/A,Brentford,Premier League,31,37.0,37.0,3321.0,0.08,0.62,0.27,43.5,0.13,8.2,0.0,0.0,0.0,32.2,82.0,84.8,87.2,67.5,0.03,0.0,0.0,39.3,1.08,4.01,0.46,0.03,0.0,3.77,28.8,0.7,0.41,0.11,0.73,0.22,0.03,0.46,47.2,5.53,1.52,0.73,0.0,1.87,2.85,11.5,31.8,18.3,1.73,0.08,0.11,75.0,23.8,118.9,54.1,0.08,27.0,94.8,0.19,0.0,0.0,0.54,0.33,0.14,0.03,0.0,0.0,3.55,2.22,61.5,1268,1268
1268,Tony Jantschke,800000,GER,1,N/A,M'Gladbach,Bundesliga,32,3.0,3.0,225.0,0.0,0.4,0.0,0.0,0.0,15.0,0.0,0.0,0.0,34.0,72.0,86.4,81.8,37.9,0.0,0.0,0.0,47.2,2.0,6.0,0.4,0.0,0.0,10.4,33.6,2.0,0.8,0.0,2.0,1.2,0.0,0.8,40.0,8.8,2.0,0.8,0.0,0.8,4.0,4.0,28.4,31.6,2.0,0.0,0.0,0.0,37.6,142.8,48.4,0.0,38.4,99.0,0.0,0.0,0.0,0.4,1.6,0.0,0.0,0.0,0.0,3.2,1.2,72.7,1269,1269
1269,Adnan Januzaj,700000000,BEL,3,MF,Real Sociedad,La Liga,27,33.0,17.0,1625.0,0.17,2.21,0.72,32.5,0.03,22.7,0.5,0.11,0.11,26.4,64.9,82.2,75.7,40.5,0.0,1.66,0.66,40.7,2.27,8.4,4.09,3.2,4.59,34.0,5.3,1.77,3.65,0.33,0.11,0.5,0.39,0.17,17.6,10.6,1.22,0.17,0.0,0.94,1.93,1.05,6.08,26.5,30.2,2.38,4.7,50.6,43.6,212.6,123.1,3.43,41.5,83.4,0.28,0.0,0.0,1.55,3.37,0.22,3.2,0.0,0.0,0.72,1.27,36.1,1270,1270
1273,Dennis Jastrzembski,400000,POL,1,FW,Hertha BSC,Bundesliga,22,8.0,1.0,225.0,0.0,0.4,0.0,0.0,0.0,16.5,0.0,0.0,0.0,27.6,64.5,75.6,58.7,58.8,0.0,0.8,0.0,42.8,0.4,4.4,1.2,3.2,1.6,23.6,5.2,4.4,2.0,0.0,0.4,0.4,0.0,0.8,33.3,18.4,1.2,0.0,0.0,0.8,1.6,1.6,14.4,24.0,21.6,2.0,4.4,45.5,31.6,176.0,74.4,2.4,28.8,75.8,0.4,0.0,0.0,1.2,1.6,0.0,3.2,0.0,0.0,1.6,0.8,66.7,1274,1274
1277,Fredrik Jensen,250000000,FIN,2,FW,Augsburg,Bundesliga,24,12.0,2.0,418.0,0.0,1.3,0.22,16.7,0.0,19.8,0.0,0.0,0.0,13.5,54.9,72.5,38.7,47.8,0.22,1.52,0.65,24.6,0.22,4.35,1.3,2.61,1.09,1.3,18.0,1.52,1.74,0.22,0.43,0.65,0.22,1.09,55.6,15.4,1.96,0.22,0.0,0.87,2.17,1.09,5.43,13.5,17.6,0.43,0.65,66.7,18.3,120.7,72.2,0.65,19.1,52.7,0.0,0.0,0.0,0.65,0.43,0.0,2.61,0.0,0.0,1.96,4.13,32.1,1278,1278
1278,Mathias Jensen,1400000000,DEN,2,N/A,Brentford,Premier League,26,31.0,19.0,1601.0,0.0,1.07,0.34,31.6,0.0,21.0,0.0,0.0,0.0,31.3,72.4,86.3,78.0,57.6,0.06,1.46,0.67,43.3,2.02,6.97,3.65,1.8,2.7,8.93,31.4,1.74,3.2,0.17,0.67,0.96,0.28,1.07,31.1,25.6,1.85,0.22,0.0,1.85,3.76,1.8,11.4,28.3,17.1,0.67,1.12,60.0,30.7,143.2,69.5,1.18,31.3,81.6,0.0,0.0,0.0,1.12,0.56,0.17,1.8,0.0,0.0,0.56,1.01,35.7,1279,1279
1279,Moritz Jenz,550000000,GER,1,N/A,Lorient,Ligue 1,23,17.0,16.0,1381.0,0.07,0.52,0.07,12.5,0.13,7.1,0.0,0.0,0.0,38.3,85.7,89.5,92.4,72.0,0.0,0.0,0.0,44.7,1.31,4.58,1.57,0.0,0.0,11.8,30.1,0.46,0.59,0.0,1.37,0.65,0.13,0.78,50.0,11.3,2.09,0.85,0.0,2.16,4.31,7.52,29.0,27.8,2.48,0.13,0.13,100.0,32.3,183.0,98.0,0.2,36.2,98.1,0.33,0.07,0.07,1.7,0.2,0.0,0.0,0.07,0.13,2.16,1.44,60.0,1280,1280
1280,Gabriel Jesus,7500000000,BRA,3,N/A,Manchester City,Premier League,25,28.0,21.0,1877.0,0.38,3.01,1.0,33.3,0.11,13.2,0.0,0.05,0.05,30.5,84.2,89.7,84.6,70.0,0.38,1.48,0.29,36.3,0.05,6.7,0.38,1.29,0.0,4.59,29.4,1.29,3.73,0.86,0.24,0.29,0.62,0.29,24.0,14.1,1.2,0.05,0.0,0.86,2.01,0.77,4.16,17.7,30.3,1.91,2.92,65.6,39.7,190.6,97.4,2.2,38.1,72.2,0.05,0.0,0.0,1.44,1.48,0.48,1.29,0.0,0.0,1.0,1.96,33.9,1281,1281
1281,Juan Jesus,400000000,BRA,1,N/A,Napoli,Serie A,30,21.0,14.0,1278.0,0.07,0.28,0.07,25.0,0.25,8.3,0.0,0.0,0.0,53.0,89.4,93.1,94.9,71.1,0.0,0.14,0.0,59.3,2.18,5.56,0.56,0.14,0.0,48.6,8.31,0.99,0.77,0.0,0.85,1.2,0.0,0.63,56.3,10.9,2.04,1.13,0.0,1.27,3.31,8.73,33.2,36.4,1.48,0.14,0.21,66.7,44.1,244.4,102.2,0.0,45.9,97.9,0.07,0.0,0.0,1.06,0.14,0.14,0.14,0.0,0.07,2.11,1.9,52.6,1282,1282
1283,Raúl Jiménez,900000000,MEX,3,N/A,Wolves,Premier League,31,34.0,30.0,2631.0,0.21,1.95,0.51,26.3,0.09,16.1,0.03,0.03,0.03,19.1,71.5,77.7,76.1,57.7,0.14,0.62,0.14,26.7,0.0,7.88,0.51,0.68,0.0,1.34,21.3,1.37,2.29,0.51,0.14,0.62,0.38,0.14,19.0,15.2,1.23,0.27,0.03,0.65,1.78,1.23,3.94,23.0,17.0,1.3,3.18,40.9,27.8,108.4,56.0,2.26,30.4,63.3,0.31,0.07,0.07,1.88,1.99,0.79,0.68,0.0,0.0,2.53,3.18,44.3,1284,1284
1284,Joaquín,150000000,ESP,3,MF,Betis,La Liga,40,21.0,2.0,471.0,0.0,2.12,0.77,36.4,0.0,14.9,0.0,0.0,0.0,40.4,78.1,89.2,80.2,51.1,0.19,2.31,0.19,51.7,1.92,7.5,3.08,2.88,4.81,1.73,46.7,1.54,5.96,0.38,0.58,0.38,0.0,0.58,50.0,9.62,1.73,0.38,0.0,1.15,2.12,1.73,8.27,26.2,35.8,3.65,5.96,61.3,46.9,270.2,180.0,2.12,44.6,80.8,0.0,0.0,0.0,0.19,1.73,0.0,2.88,0.0,0.0,0.58,2.31,20.0,1285,1285
1285,Joelinton,3800000000,BRA,2,FW,Newcastle Utd,Premier League,25,35.0,30.0,2558.0,0.14,1.62,0.49,30.4,0.09,16.9,0.0,0.0,0.0,26.2,79.2,84.2,80.4,69.9,0.04,0.67,0.14,33.1,0.0,10.6,0.35,0.63,0.0,5.25,22.3,1.44,2.25,0.21,1.16,0.99,0.39,0.81,41.1,21.5,2.36,0.42,0.0,1.69,4.23,2.89,11.2,25.1,17.0,1.16,2.32,50.0,31.8,160.0,88.9,2.43,30.6,78.7,0.28,0.0,0.0,2.78,1.69,0.11,0.63,0.0,0.0,3.73,3.77,49.8,1286,1286
1289,Ben Johnson,1200000000,ENG,1,N/A,West Ham,Premier League,22,20.0,16.0,1397.0,0.06,0.32,0.06,20.0,0.2,23.6,0.0,0.0,0.0,34.1,69.7,87.3,73.3,47.6,0.0,1.16,0.84,48.9,0.39,4.77,2.0,2.58,0.0,5.94,30.6,1.61,1.03,0.13,0.9,0.77,0.26,1.1,56.7,11.1,3.16,0.65,0.06,1.61,3.55,6.06,22.1,26.6,15.0,0.58,1.03,56.3,32.7,151.9,65.9,0.84,32.6,92.3,0.06,0.0,0.0,0.71,0.32,0.0,2.58,0.0,0.0,1.16,1.23,48.6,1290,1290
1290,Curtis Jones,1700000000,ENG,2,N/A,Liverpool,Premier League,21,15.0,10.0,851.0,0.11,2.0,0.74,36.8,0.05,22.1,0.0,0.0,0.0,56.2,90.4,95.3,93.1,73.5,0.11,1.05,0.0,62.2,0.63,9.47,1.37,0.21,0.42,7.05,52.7,1.16,2.74,0.21,0.32,0.84,0.11,0.21,22.2,22.3,0.53,0.0,0.0,1.05,2.32,1.16,8.84,44.1,25.6,1.89,2.95,64.3,59.2,325.3,156.8,2.21,59.3,91.4,0.0,0.0,0.0,1.26,2.74,0.11,0.21,0.0,0.0,0.74,1.05,41.2,1291,1291
1291,Phil Jones,200000000,ENG,1,N/A,Manchester Utd,Premier League,30,4.0,2.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,89.9,91.7,95.5,75.0,0.0,0.0,0.0,43.9,0.0,3.89,0.0,0.0,0.0,5.56,34.4,0.0,1.11,0.0,2.22,0.56,0.56,1.67,75.0,12.8,1.67,1.67,0.0,2.78,6.11,10.0,26.1,28.3,3.89,0.0,0.0,0.0,35.6,157.8,78.3,0.0,35.0,100.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.56,0.0,100.0,1292,1292
1292,Frenkie de Jong,6000000000,NED,2,N/A,Barcelona,La Liga,25,32.0,30.0,2476.0,0.11,0.62,0.25,41.2,0.18,13.8,0.0,0.0,0.0,54.9,89.9,92.8,91.3,85.0,0.11,1.31,0.07,61.1,0.91,11.1,1.71,0.8,0.25,3.45,55.0,1.02,2.65,0.29,0.25,0.65,0.36,0.22,26.1,11.6,0.95,0.15,0.0,1.13,2.4,1.35,11.9,43.3,20.4,0.95,1.42,66.7,50.5,291.6,173.9,1.2,54.7,89.7,0.25,0.04,0.04,0.98,1.89,0.22,0.8,0.0,0.0,1.16,0.84,58.2,1293,1293
1293,Luuk de Jong,400000000,NED,3,N/A,Barcelona,La Liga,31,21.0,6.0,654.0,0.82,3.56,1.23,34.6,0.23,9.9,0.0,0.0,0.0,19.3,74.2,78.6,68.0,83.3,0.0,0.27,0.0,26.0,0.0,7.95,0.0,0.0,0.0,5.62,15.6,1.37,0.68,0.0,0.0,0.82,0.55,0.14,33.3,13.8,0.41,0.14,0.0,0.41,1.78,1.78,4.25,21.1,17.4,0.55,0.96,57.1,23.2,61.6,24.0,2.47,30.8,67.0,0.14,0.0,0.0,1.23,2.05,0.82,0.0,0.0,0.0,4.93,3.01,62.1,1294,1294
1294,Joan Jordán,1200000000,ESP,2,N/A,Sevilla,La Liga,27,36.0,31.0,2514.0,0.0,0.57,0.04,6.3,0.0,21.1,0.04,0.0,0.0,58.0,87.8,91.7,89.9,80.9,0.04,0.79,0.11,66.0,1.9,9.86,3.37,0.72,0.18,8.71,53.5,1.54,1.86,0.14,0.79,1.22,0.25,1.0,44.4,17.8,1.08,0.22,0.0,1.54,3.8,1.97,16.6,43.9,17.3,0.72,1.11,64.5,51.9,197.6,87.0,0.9,56.5,94.6,0.32,0.0,0.0,2.44,1.25,0.04,0.72,0.0,0.0,0.65,0.86,42.9,1295,1295
1295,Kaio Jorge,300000000,BRA,2,FW,Juventus,Serie A,20,9.0,0.0,121.0,0.0,3.85,0.77,20.0,0.0,11.1,0.0,0.0,0.0,22.3,76.3,80.0,66.7,100.0,0.0,0.0,0.0,29.2,0.0,7.69,0.0,0.77,0.0,3.08,23.8,0.77,3.85,0.0,0.0,2.31,0.0,0.0,0.0,18.5,0.77,0.0,0.0,0.0,2.31,1.54,6.15,20.0,23.8,0.77,1.54,50.0,32.3,107.7,24.6,2.31,37.7,57.6,0.0,0.0,0.0,3.08,3.85,1.54,0.77,0.0,0.0,0.0,2.31,0.0,1296,1296
1296,Jorginho,3500000000,ITA,2,N/A,Chelsea,Premier League,30,29.0,26.0,2273.0,0.24,0.36,0.08,22.2,0.0,29.7,0.0,0.24,0.28,65.8,89.7,92.5,92.6,71.6,0.08,1.38,0.0,73.4,1.94,12.8,0.83,0.12,0.0,5.1,65.5,2.09,2.37,0.32,1.19,1.26,0.24,0.91,30.3,19.3,1.38,0.24,0.0,2.37,5.06,2.45,18.5,51.0,17.9,0.51,0.67,76.5,57.8,226.5,112.4,0.87,61.8,96.3,0.2,0.0,0.0,1.54,1.74,0.0,0.12,0.0,0.0,0.79,1.19,40.0,1297,1297
1297,Josan,100000000,ESP,1,MF,Elche,La Liga,32,31.0,10.0,1211.0,0.15,0.89,0.3,33.3,0.17,15.2,0.0,0.0,0.0,28.1,70.5,81.3,76.9,45.3,0.22,1.63,0.89,39.9,0.52,5.78,1.04,4.37,0.22,5.48,26.4,1.7,2.07,0.22,1.48,0.59,0.15,1.19,42.1,11.6,1.63,0.3,0.0,1.33,3.56,2.0,13.7,22.5,19.9,1.78,3.11,57.1,33.6,212.8,120.4,1.48,30.6,84.6,0.15,0.0,0.0,0.96,2.22,0.3,4.37,0.0,0.0,0.52,1.48,25.9,1298,1298
1298,Willian José,700000000,BRA,3,N/A,Betis,La Liga,30,32.0,19.0,1604.0,0.51,1.8,0.45,25.0,0.19,18.5,0.17,0.17,0.17,23.2,77.6,85.3,78.8,58.2,0.22,0.45,0.06,29.9,0.0,8.82,1.29,0.34,0.0,2.13,25.0,1.35,2.42,0.34,0.06,0.56,0.28,0.11,18.2,12.6,0.45,0.11,0.0,0.45,1.35,1.12,3.88,21.0,16.6,0.45,1.01,44.4,26.4,113.8,46.0,1.63,29.8,67.8,0.11,0.0,0.0,0.73,1.29,0.34,0.34,0.0,0.0,1.18,2.47,32.3,1299,1299
1299,Joselu,600000000,ESP,3,N/A,Alavés,La Liga,32,37.0,35.0,3122.0,0.4,2.59,0.95,36.7,0.09,18.0,0.09,0.17,0.2,19.8,61.2,72.4,57.2,42.2,0.12,0.52,0.12,32.3,0.0,13.6,0.58,1.15,0.06,4.58,14.1,1.24,2.05,0.26,0.0,0.35,0.14,0.17,21.4,13.3,0.75,0.14,0.0,0.32,0.81,1.56,3.49,22.4,18.9,0.46,1.38,33.3,18.7,55.8,18.9,1.12,33.7,66.0,0.0,0.0,0.0,1.35,1.84,0.32,1.15,0.0,0.0,9.05,4.93,64.7,1300,1300
1302,Diogo Jota,5500000000,POR,3,N/A,Liverpool,Premier League,25,35.0,27.0,2364.0,0.57,3.46,1.25,36.3,0.16,11.8,0.0,0.0,0.0,21.6,73.7,79.6,80.4,58.0,0.15,1.18,0.08,29.3,0.0,5.93,0.27,0.61,0.0,8.14,18.8,1.37,3.31,0.53,0.53,0.57,0.27,0.38,21.3,22.4,0.72,0.11,0.0,0.65,2.02,0.57,3.92,18.4,23.7,1.22,2.78,43.8,30.3,151.9,94.5,1.83,32.9,63.0,0.11,0.0,0.0,1.52,1.71,0.19,0.61,0.0,0.0,1.41,3.65,27.8,1303,1303
1307,Juanmi,1500000000,ESP,3,N/A,Betis,La Liga,29,33.0,26.0,2131.0,0.68,2.32,1.27,54.5,0.29,13.5,0.0,0.0,0.0,17.6,80.2,86.2,84.6,64.9,0.17,0.38,0.17,21.9,0.13,4.22,0.55,0.38,0.04,2.24,16.8,1.22,1.94,0.25,0.46,0.97,0.55,0.68,28.1,19.4,1.18,0.13,0.0,0.72,2.7,1.01,5.11,14.7,15.9,1.1,1.81,60.5,22.4,110.3,55.2,1.56,22.2,63.8,0.21,0.0,0.0,1.9,0.84,0.76,0.38,0.0,0.0,1.14,2.15,34.6,1308,1308
1310,Hamed Junior Traorè,2200000000,CIV,3,MF,Sassuolo,Serie A,22,31.0,21.0,1775.0,0.36,2.59,1.12,43.1,0.14,16.3,0.0,0.0,0.0,32.7,78.3,87.8,84.2,54.1,0.1,1.78,0.2,41.7,0.46,7.92,1.83,1.37,2.34,5.43,35.4,1.57,3.45,0.36,0.46,0.71,0.61,0.46,24.3,20.7,1.32,0.2,0.0,1.27,3.05,0.91,9.59,27.8,25.0,2.49,4.82,51.6,46.4,292.0,173.3,2.39,41.3,86.2,0.15,0.0,0.0,1.78,1.73,0.15,1.37,0.0,0.0,0.3,0.81,27.3,1311,1311
1313,James Justin,2500000000,ENG,1,N/A,Leicester City,Premier League,24,13.0,11.0,998.0,0.0,0.45,0.09,20.0,0.0,10.6,0.0,0.0,0.0,47.2,80.2,92.0,83.9,44.3,0.0,0.81,0.27,58.8,0.63,8.29,0.99,0.99,0.0,10.8,35.4,1.89,1.44,0.09,1.26,1.08,0.45,0.81,50.0,16.3,2.52,0.45,0.0,2.43,5.23,4.05,25.9,31.9,18.4,0.36,1.08,33.3,40.3,160.1,93.2,1.26,42.3,91.3,0.0,0.0,0.0,0.72,1.26,0.09,0.99,0.0,0.0,1.53,1.53,50.0,1314,1314
1317,Ozan Kabak,1000000000,TUR,1,N/A,Norwich City,Premier League,22,11.0,11.0,922.0,0.0,0.39,0.2,50.0,0.0,15.0,0.0,0.0,0.0,33.4,82.4,82.1,91.2,63.4,0.0,0.0,0.0,40.6,1.27,7.25,1.08,0.0,0.0,5.49,30.4,0.88,0.98,0.0,0.59,0.59,0.1,0.39,44.4,9.22,1.86,1.18,0.0,2.16,3.43,7.35,31.9,20.4,1.57,1.37,1.76,77.8,31.3,165.8,92.9,0.59,31.4,96.1,0.2,0.0,0.0,1.18,1.27,0.0,0.0,0.2,0.0,2.84,1.96,59.2,1318,1318
1319,Issa Kaboré,500000000,BFA,1,N/A,Troyes,Ligue 1,21,31.0,26.0,2254.0,0.0,0.28,0.08,28.6,0.0,18.8,0.0,0.0,0.0,29.5,73.2,87.4,74.0,54.7,0.04,1.44,0.92,40.3,0.48,5.12,1.28,3.16,0.0,6.2,25.3,1.92,2.0,0.08,1.0,0.92,0.2,0.68,39.5,17.7,2.16,0.12,0.0,1.44,3.56,2.36,15.3,22.5,20.0,1.84,3.36,54.8,34.7,225.5,137.3,1.36,31.0,84.1,0.32,0.08,0.04,1.12,1.92,0.16,3.16,0.0,0.0,0.52,0.84,38.2,1320,1320
1320,Anton Kade,100000000,GER,2,DF,Hertha BSC,Bundesliga,18,4.0,0.0,77.0,0.0,1.11,1.11,100.0,0.0,13.6,0.0,0.0,0.0,23.3,67.7,81.8,76.9,20.0,0.0,0.0,0.0,34.4,0.0,6.67,0.0,2.22,0.0,1.11,17.8,1.11,0.0,0.0,3.33,2.22,0.0,1.11,25.0,47.8,1.11,0.0,0.0,3.33,8.89,1.11,15.6,20.0,24.4,0.0,5.56,0.0,28.9,115.6,87.8,1.11,23.3,75.0,0.0,0.0,0.0,2.22,2.22,0.0,2.22,0.0,0.0,2.22,3.33,40.0,1321,1321
